title,link,authors,publication,article_year
The influence of OPEC membership on economic development: A transaction cost comparative approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ht_RNEoAAAAJ&pagesize=100&citation_for_view=ht_RNEoAAAAJ:Tyk-4Ss8FVUC,"OR Escobar, A Le Chaffotec","Research in International Business and Finance 33, 304-318, 2015",2015
The digital transformation of a traditional market into an entrepreneurial ecosystem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ht_RNEoAAAAJ&pagesize=100&citation_for_view=ht_RNEoAAAAJ:vDijr-p_gm4C,"Y Song, O Escobar, U Arzubiaga, A De Massis","Review of Managerial Science 16 (1), 65-88, 2022",2022
Big data in family firms: A socioemotional wealth perspective,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ht_RNEoAAAAJ&pagesize=100&citation_for_view=ht_RNEoAAAAJ:epqYDVWIO7EC,"U Arzubiaga, V Diaz-Moriana, J Bauweraerts, O Escobar","European Management Journal 39 (3), 344-352, 2021",2021
The effect of telemedicine on patients’ wellbeing: A systematic review,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ht_RNEoAAAAJ&pagesize=100&citation_for_view=ht_RNEoAAAAJ:uWiczbcajpAC,"OR Escobar, D Leone, P Malafronte, S Mele","Journal of Innovation Economics Management, I98-23, 2021",2021
Setting the scene: An overview of Costa Rica’s productivity performance,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ht_RNEoAAAAJ&pagesize=100&citation_for_view=ht_RNEoAAAAJ:fEOibwPWpKIC,"O Escobar, L Meehan","OECD Economic Survey of Costa Rica: Research Findings on Productivity, 11, 2018",2018
Could Mexico become the new ‘China’? Policy drivers of competitiveness and productivity,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ht_RNEoAAAAJ&pagesize=100&citation_for_view=ht_RNEoAAAAJ:5nxA0vEk-isC,"SM Dougherty, OR Escobar","The European Journal of Comparative Economics 13 (2), 169-198, 2016",2016
Business to business (B2B) alliances in the healthcare industry: a review of research trends and pertinent issues,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ht_RNEoAAAAJ&pagesize=100&citation_for_view=ht_RNEoAAAAJ:BUYA1_V_uYcC,"AT Madanaguli, A Dhir, S Talwar, G Singh, O Escobar","Journal of Business & Industrial Marketing, 2021",2021
Lead user innovation and entrepreneurship: Analyzing the current state of research,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ht_RNEoAAAAJ&pagesize=100&citation_for_view=ht_RNEoAAAAJ:ML0RJ9NH7IQC,"O Escobar, F Schiavone, T Khvatova, A Maalaoui","Journal of Small Business Management, 1-18, 2021",2021
Energy policy of fossil fuel–producing countries: does global energy transition matter?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ht_RNEoAAAAJ&pagesize=100&citation_for_view=ht_RNEoAAAAJ:nrtMV_XWKgEC,"O Escobar, U Neri, S Silvestre","The European Journal of Comparative Economics 17 (1), 5-30, 2020",2020
An analytical framework for retailer price and advertising decisions for products with temperature-sensitive demand,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ht_RNEoAAAAJ&pagesize=100&citation_for_view=ht_RNEoAAAAJ:t7zJ5fGR-2UC,"R Chenavaz, O Escobar, X Rousset","Applied Economics 51 (52), 5683-5693, 2019",2019
Misallocation and competition in Mexico,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ht_RNEoAAAAJ&pagesize=100&citation_for_view=ht_RNEoAAAAJ:tzM49s52ZIMC,"S Dougherty, O Escobar","OECD Economics Department and Paris School of Economics, Manuscript, 2016",2016
Effective area as a measure of land factor,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ht_RNEoAAAAJ&pagesize=100&citation_for_view=ht_RNEoAAAAJ:9yKSN-GCB0IC,"R Chenavaz, O Escobar","Economics Bulletin 32 (3), 1962-1969, 2012",2012
Impact of sourcing from the informal economy on the export likelihood and performance of emerging economy firms,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ht_RNEoAAAAJ&pagesize=100&citation_for_view=ht_RNEoAAAAJ:Z5m8FVwuT1cC,"O Escobar, O Lamotte, A Colovic, PX Meschi","Industrial and Corporate Change, 2021",2021
Spatial spillovers in Mexico's labour productivity,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ht_RNEoAAAAJ&pagesize=100&citation_for_view=ht_RNEoAAAAJ:_Re3VWB3Y0AC,OR Escobar,"Revue d’Économie Régionale & Urbaine, 1075-1108, 2016",2016
"Population distribution, effective area and economic growth",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ht_RNEoAAAAJ&pagesize=100&citation_for_view=ht_RNEoAAAAJ:UebtZRa9Y70C,"R Chenavaz, O Escobar","Applied Economics 47 (53), 5776-5790, 2015",2015
User innovation rings the bell for new horizons in e-health: a bibliometric analysis,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ht_RNEoAAAAJ&pagesize=100&citation_for_view=ht_RNEoAAAAJ:vbGhcppDl1QC,"K Ghasemzadeh, O Escobar, Z Yordanova, M Villasalero","European Journal of Innovation Management, 2022",2022
Accounting for Climate when Determining the Impact of Weather on Retail Sales,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ht_RNEoAAAAJ&pagesize=100&citation_for_view=ht_RNEoAAAAJ:4MWp96NkSFoC,"S Dimitrov, R Chenavaz, O Escobar","Available at SSRN 3965744, 2021",2021
Decomposing a decomposition: Within-country differences and the role of structural change in productivity growth,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ht_RNEoAAAAJ&pagesize=100&citation_for_view=ht_RNEoAAAAJ:z_wVstp3MssC,"O Escobar, H Mühlen","Hohenheim Discussion Papers in Business, Economics and Social Sciences, 2019",2019
Débordements spatiaux dans la productivité du travail au Mexique,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ht_RNEoAAAAJ&pagesize=100&citation_for_view=ht_RNEoAAAAJ:ipzZ9siozwsC,OR Escobar,"Revue d'économie régionale et urbaine 5 (5), 1075-1106, 2016",2016
Could Mexico become the new ‘China'?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ht_RNEoAAAAJ&pagesize=100&citation_for_view=ht_RNEoAAAAJ:p__nRnzSRKYC,"S Dougherty, O Escobar","OECD: Organisation for Economic Co-operation and Development, 2016",2016
,,,,
